year,week,dow,daily_registered_normalized_to_week_registered,daily_registered_normalized_to_week_total
2017,9,4,0.170823572642506,0.148090630350814
2017,9,5,0.140094621285196,0.121451041293354
2017,9,6,0.0914059988057508,0.0792418269422212
2017,10,0,0.0729309705965692,0.05966689254253
2017,10,1,0.159571917434992,0.130550304932416
2017,10,2,0.156803766429085,0.12828560219694
2017,10,3,0.193509012838118,0.158315203823246
2017,10,4,0.213191220384054,0.174417775241628
2017,10,5,0.118441988709431,0.0969007453903492
2017,10,6,0.0855511236077508,0.0699917971396983
2017,11,0,0.127462615713268,0.0996236616134846
2017,11,1,0.190600522193212,0.148971695112902
2017,11,2,0.0499135329422536,0.0390119792218806
2017,11,3,0.110847377165915,0.0866373370083749
2017,11,4,0.162693703163677,0.127159970316972
2017,11,5,0.204977789834187,0.160208841301813
2017,11,6,0.153504458987488,0.119977737729248
2017,12,0,0.083930728956907,0.0606325099647959
2017,12,1,0.150302053966975,0.108579907480143
2017,12,2,0.17553362867499,0.126807483052573
2017,12,3,0.14869109947644,0.10741613569579
2017,12,4,0.151369311316955,0.109350906287277
2017,12,5,0.145851792186871,0.105364987925868
2017,12,6,0.144321385420862,0.104259404730732
2017,13,1,0.220380427788217,0.175760561645523
2017,13,2,0.221924789580706,0.176992240423697
2017,13,3,0.252014105171038,0.200989448618467
2017,13,4,0.218913284085352,0.174590466806257
2017,13,5,0.0867673933746879,0.0691998193537792
